X	Y	NKNR	NKNAME
6.873501805	51.42682246	4507194	
6.867816313	51.43159723	4507195	
6.87804501	51.43150178	4507196	
6.877177342	51.43321816	4507197	
6.863854758	51.49635637	4507198	Oberhausen-Zentrum
6.838502584	51.49063343	4507205	Oberhausen-Buschhausen
6.974193506	51.41541491	4507207	Essen-Haarzopf
6.911516449	51.44787647	4507209	
6.910041235	51.44720492	4507210	
6.973630594	51.44307287	4507211	Essen-Frohnhausen
6.889558573	51.49677006	4507212	Oberhausen-Neue Mitte
6.877383014	51.40042711	4507213	
6.861041276	51.47139748	4507215	
6.852104355	51.4774331	4507216	
6.963963695	51.47574367	4507217	
6.978585077	51.4764326	4507218	
6.980625928	51.41986816	4507219	Essen-RÃ¼ttenscheid
6.957476162	51.47799906	4507220	
6.873369101	51.43714721	4507222	
6.882747372	51.43546688	4507223	
6.886796667	51.43355056	4507224	
6.927108798	51.43439714	4507225	
6.858877383	51.42998513	4507227	
6.885923386	51.43176197	4507228	
6.888730362	51.43168606	4507229	
6.89005734	51.42894208	4507230	
6.880118017	51.45207059	4507236	
6.894603754	51.46553872	4507238	
6.844904264	51.42612576	4507239	
6.837931718	51.43482229	4507240	
6.902516195	51.48585191	4507241	
6.889047268	51.4940262	4507242	
6.9543976	51.39963315	4507246	
6.888829941	51.43343793	4507250	
6.888549285	51.43577255	4507251	
6.991023969	51.45423253	4507252	
6.988747518	51.45953084	4507253	
6.987177431	51.4658666	4507254	
7.147032464	51.42108639	4508001	
7.007384356	51.47616043	4508003	
7.075985448	51.44985214	4508007	
7.122157147	51.41708672	4508008	
7.122735633	51.43415029	4508009	
7.082081457	51.48312949	4508013	
7.073404047	51.49181569	4508015	
7.164823781	51.44530273	4508020	
7.13673575	51.45799125	4508021	
7.155984388	51.45924294	4508022	
7.151979153	51.46400591	4508023	
7.132766245	51.4398274	4508025	
7.128645589	51.47435152	4508028	Bochum-Wattenscheid-West
7.141213575	51.48165588	4508030	
7.145116467	51.48209968	4508031	
7.129398101	51.48132139	4508032	
7.099281907	51.48314192	4508035	
7.10542871	51.48321899	4508036	
7.134673798	51.48489182	4508039	
7.139028414	51.49209526	4508041	
7.122702283	51.49359747	4508042	
7.129300965	51.48585172	4508044	
7.081319898	51.49637724	4508047	
7.164438639	51.45814531	4508048	
7.144160933	51.4264803	4508049	
7.1431952	51.42722092	4508050	
7.074739322	51.40822613	4508053	E-Heisingen
7.02466074	51.41872125	4508056	
7.002173934	51.43436533	4508060	
7.013718336	51.43330036	4508062	
7.022629546	51.4368744	4508063	
7.004721527	51.44079528	4508065	
7.022306374	51.4435423	4508068	
7.054758058	51.43138476	4508069	
7.036099592	51.44037813	4508070	Essen-Bergerhausen
7.034850856	51.44449698	4508071	
7.043373543	51.44734266	4508075	
7.02884407	51.45175307	4508078	Essen-Huttrop
7.076216795	51.44420223	4508084	
7.057577237	51.4986507	4508086	
7.110431283	51.43742772	4508089	
7.108597063	51.45483892	4508090	
7.109881469	51.45532469	4508091	
7.006234921	51.44467505	4508092	
7.040944945	51.45446932	4508098	Dreieck Essen-Ost
7.003091815	51.44741261	4508100	Essen-Zentrum
7.083490734	51.44482126	4508103	
7.07645209	51.45072881	4508104	
7.015452905	51.45662921	4508108	
7.002101338	51.45578366	4508109	
7.005384317	51.45691093	4508110	
7.006221067	51.45589146	4508111	
7.015353013	51.46105618	4508112	
7.015433091	51.4619421	4508116	
7.018350807	51.46639392	4508117	
7.031245251	51.46047807	4508118	
7.001211045	51.46506756	4508119	
7.013831309	51.47443983	4508123	
7.038040036	51.47628599	4508126	
7.046371763	51.46522227	4508128	
7.047743015	51.45912373	4508130	
7.051280445	51.45902912	4508131	Essen-Frillendorf
7.069996672	51.46740528	4508132	
7.084104047	51.47070281	4508134	
7.06413314	51.48606781	4508138	
7.001515687	51.48168828	4508139	
7.008851914	51.48333656	4508140	
7.07988951	51.46482028	4508150	Essen-Kray
7.136079528	51.42004602	4508157	
7.129655734	51.41262363	4508158	
7.017008275	51.45474748	4508160	
7.065653886	51.4577667	4508161	
7.093100392	51.46352724	4508162	
7.078262433	51.45956286	4508163	
7.084017428	51.40394686	4508164	E-Ãœberruhr
7.017467222	51.44997552	4508165	Essen-Zentrum
7.055625202	51.42855635	4508166	
7.073130428	51.42319798	4508167	
7.150053336	51.46536314	4508168	
7.032635348	51.45914098	4508172	
7.020659643	51.44668884	4508173	
7.029910833	51.45124595	4508174	
7.032677777	51.45254241	4508175	
7.007425831	51.44930225	4508176	
7.016505711	51.45065655	4508177	
7.053247971	51.49178356	4508178	
7.064132567	51.4882249	4508179	
7.037442613	51.44836043	4508180	
7.022801859	51.43243084	4508181	Essen-SÃ¼d
7.064799327	51.40474558	4508182	
7.165473858	51.48626006	4508183	
7.022924522	51.41967509	4508184	
7.077918716	51.46642924	4508185	
7.082525021	51.46967707	4508186	
7.010750373	51.49373359	4508187	
7.0097223	51.49242211	4508188	
7.037731066	51.4780093	4508189	
7.022322058	51.4855486	4508190	
7.031086995	51.48347897	4508191	
7.153140187	51.48416583	4508194	
7.004985933	51.459142	4508196	
7.006703535	51.45538229	4508199	
7.006643753	51.45600882	4508200	
7.103422194	51.47229611	4508201	Gelsenkirchen-SÃ¼d
7.141318477	51.42741408	4508202	
7.033802545	51.44270748	4508205	
7.03181298	51.44406819	4508206	
7.023075834	51.44776532	4508207	
7.054417569	51.46691164	4508208	
7.147700026	51.4486575	4508361	
7.140616143	51.47437918	4508362	BO-Wattenscheid
7.144093427	51.4745116	4508363	BO-DÃ¼ckerweg
7.063820876	51.46359614	4508364	Essen-Frillendorf
7.054831667	51.4681235	4508499	
7.268016891	51.41516798	4509006	
7.261853082	51.41443532	4509007	Witten-Herbede
7.190536994	51.40109806	4509008	
7.256578952	51.40049031	4509009	
7.276781441	51.39918555	4509010	
7.295872172	51.40617809	4509011	
7.281922653	51.42414617	4509012	
7.266924111	51.41325642	4509013	
7.251448215	51.40528712	4509014	
7.217529932	51.40772743	4509016	
7.198149234	51.413588	4509017	
7.227701294	51.4058077	4509020	
7.258600801	51.47205465	4509022	
7.177918706	51.43466057	4509023	
7.233231798	51.43237685	4509024	
7.243026152	51.4284206	4509025	
7.297613551	51.46692561	4509026	
7.288463653	51.43527431	4509027	Witten-Heven
7.295793666	51.43802824	4509030	
7.317152969	51.43510583	4509031	
7.292304116	51.42797318	4509035	
7.171229598	51.44149794	4509036	
7.320255216	51.4631275	4509037	
7.176045215	51.45647143	4509038	
7.168115001	51.44733305	4509039	
7.19128327	51.44207347	4509040	
7.212216985	51.44034483	4509041	
7.240600592	51.44992423	4509042	
7.323536172	51.44657779	4509043	
7.32566285	51.45064633	4509044	
7.324667671	51.45188199	4509045	
7.28899907	51.45600312	4509046	Bochum-Querenburg
7.2933259	51.45694797	4509048	
7.192224276	51.45398926	4509051	
7.194400746	51.44689364	4509052	
7.201851935	51.45511896	4509053	
7.203867275	51.45577921	4509054	
7.225657893	51.45496889	4509055	BO-SÃ¼d
7.236463727	51.45953597	4509056	BO-Wiemelhausen
7.226773202	51.44681262	4509057	
7.229906178	51.44773105	4509058	
7.246350225	51.45277588	4509059	
7.279942849	51.47849154	4509061	Bochum-Laer
7.288396186	51.46156287	4509062	Kreuz Bochum/Witten
7.2492954	51.49304637	4509063	
7.253946495	51.46522532	4509064	
7.232101861	51.46333553	4509067	
7.227690887	51.46258355	4509068	
7.221514972	51.46080009	4509069	
7.202054642	51.46199371	4509070	
7.198453441	51.46333306	4509071	BO-Eppendorf
7.178691321	51.45882822	4509073	
7.181364556	51.47410874	4509075	
7.175833462	51.48193841	4509076	
7.193115016	51.47986481	4509079	
7.192357908	51.47669051	4509080	
7.216419758	51.47308045	4509083	
7.206633786	51.46695389	4509084	
7.223535885	51.47992142	4509092	
7.220823878	51.48399308	4509095	
7.189805378	51.49532832	4509102	
7.189279576	51.49596178	4509103	BO-Hamme
7.212032257	51.49811676	4509104	BO-Zentrum
7.232791765	51.49483017	4509105	Bochum-Ruhrstadion
7.25647252	51.49461529	4509108	Bochum-Harpen
7.256247295	51.49361564	4509109	
7.262252271	51.4954205	4509110	Bochum-Harpen
7.289313534	51.4967825	4509117	Bochum-Werne
7.302163959	51.49064795	4509119	
7.324339133	51.47369568	4509122	
7.313581907	51.47200822	4509124	
7.175777289	51.45725294	4509127	
7.326120179	51.49656729	4509129	Dortmund-LÃ¼tgendortmund
7.193735206	51.47701162	4509135	
7.271026524	51.49674699	4509137	Kreuz Bochum
7.251871844	51.44729612	4509143	
7.257933232	51.44694962	4509144	
7.273366693	51.45204503	4509145	
7.280916239	51.45371025	4509146	
7.318725461	51.45835562	4509147	Witten-Zentrum
7.262932185	51.46291202	4509149	BO-Altenbochum
7.275650024	51.46518823	4509150	Kreuz Bochum/Witten (Ãœbergang A448/B226)
7.263588219	51.47132019	4509151	
7.254855154	51.4876059	4509152	
7.202187128	51.49709627	4509155	BO-FreudenbergstraÃŸe
7.285387417	51.43855322	4509156	
7.21563634	51.47874696	4509162	
7.221306255	51.47884531	4509163	
7.221721366	51.48350458	4509164	
7.214040775	51.48760753	4509165	
7.2115802	51.4871197	4509166	
7.212873753	51.48145151	4509167	
7.321895652	51.45891834	4509168	
7.285934935	51.43847065	4509171	
7.173674338	51.4818573	4509172	
7.204429898	51.4045294	4509173	
7.292423094	51.45523912	4509174	
7.167978085	51.42253084	4509175	
7.183158908	51.48009377	4509177	Bochum-West
7.190305519	51.47124735	4509178	BO-Stahlhausen
7.210511927	51.45589093	4509179	BO-Weitmar
7.191752767	51.47216366	4509180	
7.196851604	51.46288383	4509181	
7.320509988	51.43718977	4509182	
7.194714829	51.48698109	4509184	
7.23171204	51.45222589	4509185	
7.251843347	51.45594842	4509186	
7.251840287	51.46492457	4509187	
7.225644923	51.47409749	4509188	
7.226151877	51.47304032	4509189	
7.226712894	51.47104347	4509190	
7.315587475	51.46984136	4509191	
7.176260303	51.48412933	4509195	
7.179232827	51.48234777	4509197	Dreieck Bochum-West
7.279477864	51.42319611	4509198	
7.326232362	51.48111742	4509203	
7.464849434	51.42773624	4510005	
7.4313585	51.41265125	4510006	
7.484596926	51.42550636	4510008	
7.345340118	51.4013825	4510009	
7.472899889	51.40455599	4510011	Hagen-Nord
7.496509938	51.40467879	4510013	
7.473607941	51.40793964	4510014	
7.432893642	51.41641773	4510015	
7.435908536	51.41950991	4510017	
7.492593913	51.40464254	4510018	
7.49405126	51.42584819	4510019	
7.337891373	51.41600743	4510021	
7.337893554	51.42089246	4510022	
7.335950472	51.42909721	4510023	
7.337339947	51.43451718	4510025	
7.348707122	51.43791225	4510029	
7.457833585	51.44864911	4510038	
7.485098319	51.44353354	4510039	Dortmund-SÃ¼d
7.384398228	51.45951291	4510041	Witten-Annen
7.412987567	51.46408307	4510042	Kreuz Dortmund/Witten
7.398725946	51.48257715	4510044	
7.410875808	51.48120364	4510046	
7.438963188	51.48181727	4510049	
7.44344771	51.48050767	4510052	
7.459997572	51.47993682	4510054	
7.459847392	51.47090935	4510055	
7.470312801	51.48452433	4510056	B54/L523
7.492211083	51.47566032	4510058	
7.391884678	51.47976125	4510062	Dortmund-Eichlinghofen
7.38541229	51.497729	4510063	Kreuz Dortmund-West
7.365840945	51.49540367	4510064	Dortmund-Kley
7.401623738	51.49575789	4510066	DO-Dorstfeld
7.480571062	51.47015237	4510069	
7.448716789	51.49759499	4510073	WittekindstraÃŸe
7.335682217	51.45944646	4510081	
7.355469537	51.45827659	4510082	Witten-Stockum
7.468512427	51.49581832	4510083	B54/An der BuschmÃ¼hle
7.480893154	51.47617167	4510084	B54/Hacheneyer StraÃŸe
7.495637913	51.48232573	4510086	
7.359833472	51.49778905	4510087	
7.426289409	51.49790269	4510091	DO-Barop
7.425472305	51.49492323	4510094	
7.435836606	51.48647674	4510095	
7.43695501	51.48813708	4510096	
7.435412424	51.48678705	4510097	
7.442533992	51.4974431	4510101	(Ãœbergang A40/B1)
7.401784813	51.49465659	4510102	
7.427967742	51.39992153	4510105	
7.494923895	51.48793082	4510106	
7.498803608	51.48850183	4510107	
7.34292648	51.40920755	4510109	Bahntrassen-Radweg
7.475776033	51.43740673	4510120	
7.53487056	51.4052522	4511012	
7.571789015	51.41403952	4511013	
7.643938632	51.40615521	4511014	
7.524652349	51.41718378	4511017	
7.541396247	51.42353577	4511020	
7.575121484	51.42424129	4511022	
7.536717326	51.43729698	4511023	
7.534132495	51.4409271	4511024	
7.573420241	51.44317405	4511030	
7.522228475	51.45259334	4511032	
7.559611538	51.45670058	4511033	Schwerte
7.600338844	51.45536952	4511034	
7.584475259	51.43581803	4511035	
7.591041771	51.43746148	4511036	
7.628164457	51.44482308	4511037	
7.620020451	51.4625903	4511038	
7.600687209	51.47318019	4511039	
7.600506349	51.47448141	4511040	
7.532283236	51.43259153	4511041	Westhofener Kreuz
7.519642	51.45671926	4511043	
7.524052423	51.46416079	4511044	
7.505478101	51.48086789	4511045	
7.504266865	51.48798686	4511048	
7.561409049	51.49514661	4511057	
7.587975995	51.49480548	4511059	
7.598719887	51.49504635	4511060	
7.608314469	51.47974999	4511061	
7.612313981	51.48402513	4511062	
7.614589841	51.48397897	4511063	
7.623328617	51.48969731	4511064	
7.616328282	51.49692987	4511065	
7.630167792	51.49698894	4511066	
7.624974793	51.46567146	4511067	
7.628697306	51.48404646	4511068	
7.641487333	51.48743941	4511069	
7.655920137	51.47259639	4511070	
7.65287029	51.48281887	4511071	
7.64975098	51.48904242	4511072	
7.511830859	51.41823044	4511075	
7.583749441	51.46456103	4511076	
7.550090105	51.40995736	4511077	Schwerte-Ergste
7.579736024	51.44574349	4511078	
7.564202894	51.4458547	4511079	
7.514542798	51.41180984	4511080	
7.555116953	51.44385532	4511081	
7.52720274	51.48579622	4511082	
7.525193731	51.49398601	4511083	
7.525180024	51.48460804	4511085	
7.55055529	51.49209319	4511086	
7.647977264	51.4453008	4511087	
7.651328461	51.44227482	4511088	
7.564404552	51.41324218	4511089	
7.582476938	51.44712897	4511090	
7.548482946	51.47295376	4511096	
7.560472774	51.43193114	4511097	
7.56072942	51.45390996	4511098	
7.574029733	51.46019463	4511099	
7.519633693	51.48485502	4511100	
7.719980143	51.40507824	4512003	
7.692028473	51.41387541	4512005	
7.676635268	51.42483395	4512009	
7.667387159	51.44141037	4512010	
7.78703864	51.44130348	4512011	
7.788361333	51.4417186	4512012	
7.781968681	51.4413907	4512013	
7.786272273	51.44395796	4512014	
7.706077187	51.4638265	4512015	
7.710376407	51.47223376	4512022	
7.676259213	51.48057025	4512023	
7.708469067	51.47502642	4512024	
7.767262759	51.47314964	4512026	
7.804700945	51.48162358	4512029	
7.819962525	51.48499316	4512030	
7.827928692	51.49403192	4512031	
7.805498633	51.49174381	4512032	
7.676129001	51.4939008	4512033	
7.698772904	51.40228834	4512034	
7.726744933	51.42728853	4512035	
7.777679995	51.47444055	4512036	
7.802055094	51.42791875	4512037	
7.7952489	51.4337174	4512038	
7.762872623	51.47201406	4512039	
7.710005378	51.42024793	4512040	
7.828693178	51.4112815	4512041	
7.755548308	51.43614498	4512042	
7.713470274	51.42172447	4512043	
7.775940493	51.45808509	4512046	
7.796533337	51.42427715	4512047	
7.793972848	51.43452964	4512202	Bahntrassen-Radweg
7.899839584	51.48826143	4513001	
7.861043003	51.45808428	4513003	
7.84902807	51.42342995	4513005	
7.846272945	51.43926701	4513006	
7.866562728	51.47036656	4513007	
7.860528375	51.48579363	4513008	
7.856669148	51.47570892	4513009	
7.881217252	51.40005385	4513011	
7.895991457	51.40390292	4513013	
7.90961471	51.3994821	4513014	
7.91870985	51.41629412	4513015	
7.937035843	51.4184891	4513016	
7.939413162	51.41750759	4513017	
7.945517653	51.4128999	4513018	
7.918600632	51.42569985	4513019	
7.993797148	51.40432961	4513020	
7.988212172	51.42196046	4513022	
7.989185871	51.43200814	4513023	
7.966530956	51.42114307	4513024	
7.969117968	51.42174323	4513025	
7.960080461	51.42665746	4513026	
7.971922939	51.43522808	4513027	
7.896825974	51.46690706	4513029	
7.909779484	51.46539734	4513030	
7.930017283	51.47006682	4513031	
7.963320762	51.47196638	4513036	
7.89777576	51.49747068	4513043	
7.915905616	51.48943743	4513044	
7.917131141	51.47447007	4513045	
7.850549793	51.49848199	4513047	
7.966295979	51.46956827	4513048	
7.924972642	51.49078267	4513050	
7.936255034	51.49375963	4513051	
7.998078019	51.48912435	4513053	
7.961554125	51.45605051	4513059	
7.95538256	51.4571405	4513061	Neheim
7.957285235	51.45648519	4513062	
7.969232052	51.4411213	4513064	Neheim-SÃ¼d
7.99258991	51.43843395	4513065	HÃ¼sten
7.968835597	51.44181464	4513066	
7.859507417	51.48767246	4513069	
7.999017939	51.48805772	4513072	
7.994861978	51.49556302	4513073	
7.97082471	51.48890405	4513074	
8.060044977	51.39953715	4514002	
8.064240392	51.4011533	4514004	
8.044060338	51.41694074	4514007	
8.09851068	51.43367693	4514008	
8.045263377	51.41806078	4514009	
8.100242872	51.47699235	4514011	
8.058171654	51.4961079	4514017	
8.089770684	51.48831362	4514018	
8.13144882	51.4940353	4514020	
8.116365212	51.49559044	4514021	
8.156232951	51.4922386	4514026	
8.059004328	51.42274911	4514027	Arnsberg-Altstadt
8.085491144	51.40527535	4514028	Arnsberg-Ost
8.065654696	51.39878025	4514031	
8.057780957	51.39980936	4514035	
8.08366588	51.40426286	4514037	
8.265734202	51.42767233	4515001	
8.276201819	51.42654774	4515002	
8.278405839	51.4262402	4515003	
8.257278543	51.43932703	4515004	
8.282996412	51.4290278	4515005	
8.275989223	51.43070491	4515006	
8.226199292	51.4765284	4515008	
8.254361682	51.47340882	4515009	
8.172452182	51.48712495	4515010	
8.194002434	51.47764963	4515011	
8.22193166	51.48175656	4515012	
8.256293243	51.48268242	4515013	
8.277523676	51.48972124	4515014	
8.287267141	51.49069807	4515016	
8.242870803	51.49444465	4515020	
8.220159829	51.48312452	4515021	
8.283978588	51.49523079	4515023	
8.280641261	51.48981605	4515024	
8.331727001	51.49017519	4515025	
8.354873843	51.45101014	4516001	
8.34087447	51.44219579	4516002	
8.377757104	51.45513087	4516005	
8.398073429	51.45636739	4516006	
8.391471965	51.46425102	4516007	
8.418037034	51.48161293	4516008	
8.406476533	51.49681315	4516009	
8.407430473	51.49741715	4516010	
8.439141233	51.44264586	4516011	
8.446325925	51.48699174	4516013	
8.431137363	51.49437751	4516014	
8.497143776	51.4763211	4516016	
8.413821286	51.48166452	4516017	
8.355622219	51.45043201	4516019	
8.435187332	51.49346002	4516024	
8.353559911	51.4414789	4516025	
8.436976098	51.49869297	4516029	
8.347158116	51.48678301	4516030	
8.436548423	51.49264155	4516031	
8.661212554	51.41149228	4517004	
8.643594281	51.41816654	4517005	
8.642126157	51.42485189	4517008	
8.642946269	51.47156497	4517009	
8.638372538	51.43349547	4517012	
8.634179822	51.40514643	4517013	
8.556380186	51.44090848	4517018	
8.570707385	51.43976615	4517019	
8.617422798	51.46049932	4517020	
8.626240999	51.45914828	4517021	
8.52999401	51.42582361	4517022	
8.559913518	51.40502622	4517024	
8.576207107	51.40703405	4517025	
8.591270872	51.40428836	4517026	
8.589383437	51.40361173	4517027	
8.561575035	51.4042667	4517028	
8.599874108	51.40408521	4517029	
8.709778684	51.47941265	4518002	
8.676517284	51.49841889	4518003	
8.832186683	51.48152419	4518004	
8.719779033	51.41049238	4518005	
8.765292495	51.40576994	4518007	
8.82709579	51.40634765	4518008	
8.828814108	51.40669523	4518009	
8.669262437	51.40825517	4518010	
8.693440515	51.41235129	4518011	
8.720924358	51.4190922	4518012	
8.734782865	51.42041305	4518013	
8.706923096	51.43541072	4518014	
8.709892327	51.43469306	4518015	
8.770100604	51.41628354	4518016	
8.771581704	51.41739003	4518017	
8.795231737	51.42953536	4518018	
8.8261355	51.44139038	4518019	
8.830727794	51.40963361	4518020	
8.898838401	51.48772608	4519004	
8.907144889	51.49419293	4519005	
8.914139104	51.49666815	4519006	
8.852368273	51.40760774	4519008	
8.863002931	51.43598514	4519010	
8.863363575	51.45055287	4519011	
8.852956832	51.44493945	4519013	
8.84783913	51.46290789	4519018	
8.852450481	51.46618058	4519019	
8.943963377	51.42962519	4519020	
8.919011952	51.43757112	4519021	
8.89876455	51.46881455	4519022	
8.853241808	51.44693718	4519023	
8.923124095	51.39881587	4519025	
8.853303658	51.44046241	4519026	
8.857831418	51.45751475	4519028	
9.120079235	51.44518674	4520001	
9.08511656	51.45165518	4520002	
9.088161977	51.48218834	4520003	
9.113765423	51.46228566	4520004	
9.119923262	51.4967881	4520005	
9.150529572	51.48314258	4520006	
9.146965918	51.48508523	4520007	
9.141780282	51.48932221	4520008	
9.132174643	51.49785421	4520009	
9.136162634	51.49392832	4520010	
9.162233235	51.49381403	4520011	
9.114943757	51.4541004	4520012	
9.113138805	51.48993327	4520015	
9.1339872	51.44861386	4520021	A44, Grz. NW-HE (sÃ¼dl. Warburg)
9.083911172	51.47593448	4520022	A44, Grz. NW-HE (westl.Warburg)
9.107774557	51.46970473	4520023	Warburg
9.107894745	51.4689839	4520024	
9.012541478	51.4908171	4520165	Diemelstadt
9.168234588	51.45542546	4521001	
9.191088992	51.46481161	4521002	
9.191766568	51.46982769	4521003	
9.188566232	51.47091702	4521004	
9.182164736	51.47409273	4521005	
9.178241699	51.48171348	4521006	
9.188795198	51.48214783	4521007	
9.216618099	51.46135768	4521008	
9.217755305	51.46876254	4521009	
9.237241021	51.49340372	4521010	
9.165874632	51.4650492	4521011	
9.184583333	51.40138186	4521182	Breuna
6.211280727	51.30678335	4603005	
6.225382408	51.3127078	4603007	Kaldenkirchen-SÃ¼d
6.219170267	51.33607334	4603014	
6.228106457	51.3401867	4603016	
6.280706389	51.33337939	4603019	
6.169007326	51.33030094	4603020	
6.294504498	51.35965609	4603023	
6.314331539	51.36341033	4603028	
6.308785087	51.37976633	4603029	
6.21630677	51.38408266	4603030	Straelen-Autobahn
6.267443445	51.38933716	4603033	
6.236908057	51.39832417	4603034	
6.194176279	51.34192921	4603036	GrenzÃ¼bergang Schwanenhaus
6.211861476	51.32987974	4603037	Kaldenkirchen
6.301383953	51.38969111	4603041	Wankum
6.294403903	51.30046058	4603047	
6.295535087	51.30964545	4603048	
6.279686469	51.32820096	4603050	
6.272771616	51.33531236	4603051	
6.330604773	51.33426101	4603054	
6.29381908	51.31136556	4603055	
6.240804762	51.3879556	4603056	
6.268234912	51.30351874	4603057	
6.275579289	51.30808206	4603058	
6.278014957	51.31560862	4603059	
6.271932467	51.30836506	4603060	
6.267289783	51.38774095	4603141	Straelen
6.242624527	51.38022423	4603142	Niederdorf
6.169709532	51.3330704	4603144	GrenzÃ¼bergang Grenzwald
6.195342542	51.33444704	4603145	Nettetal-West
6.196559198	51.32760371	4603146	
6.353019663	51.31183198	4604001	
6.391786244	51.30873327	4604002	
6.425456231	51.30211484	4604003	
6.380139378	51.32411046	4604006	
6.379775825	51.32596209	4604007	
6.433536075	51.32577195	4604009	
6.364807455	51.34446916	4604019	
6.464506741	51.33969018	4604020	
6.496128587	51.33806072	4604021	
6.361652017	51.37219938	4604023	
6.415503467	51.36310418	4604024	
6.424077543	51.36458325	4604028	
6.417708724	51.36655071	4604029	
6.469249269	51.36336016	4604031	
6.466267113	51.38472064	4604036	
6.338371708	51.37545871	4604043	
6.443824471	51.31114493	4604046	
6.478214623	51.30087528	4604047	
6.429848797	51.30312752	4604051	
6.408507785	51.36153989	4604054	
6.365170041	51.3960832	4604055	Wachtendonk
6.486119773	51.38127157	4604056	
6.48966021	51.38100061	4604060	
6.494478316	51.3680484	4604063	
6.462817723	51.35064628	4604064	
6.369469862	51.33878993	4604067	
6.493607754	51.32987817	4604068	
6.470683135	51.32699623	4604069	
6.478155248	51.31287612	4604070	
6.39872756	51.33502465	4604071	
6.357425524	51.33574226	4604072	
6.46606317	51.37674063	4604073	
6.414841439	51.37965249	4604074	
6.44066833	51.37281744	4604075	
6.444211537	51.36397544	4604076	
6.441432841	51.35887207	4604077	
6.436871519	51.35546681	4604078	
6.42647437	51.34993456	4604079	
6.414321754	51.34649694	4604080	
6.336909493	51.32742365	4604081	
6.477089704	51.31540117	4604082	
6.356529569	51.33927436	4604083	
6.430102247	51.30710464	4604401	
6.433295749	51.30339256	4604402	
6.635381202	51.30956915	4605009	
6.554089712	51.31094607	4605011	
6.563838101	51.32285488	4605015	
6.548654077	51.33125318	4605019	
6.614225426	51.32805702	4605023	
6.616114904	51.32614997	4605024	Krefeld-Oppum (Ãœbergang A57/L386)
6.550481969	51.33505679	4605025	
6.602049635	51.33622131	4605029	
6.609193959	51.33729704	4605030	
6.608435311	51.33838151	4605031	
6.617379527	51.34133232	4605041	
6.634502194	51.34644942	4605045	
6.649405974	51.34697146	4605046	
6.642571907	51.35489598	4605052	
6.648518091	51.36240387	4605057	
6.559137233	51.38049256	4605070	
6.585398447	51.37473354	4605072	
6.649723139	51.37055083	4605074	
6.599357533	51.38250871	4605079	
6.514087763	51.33316679	4605084	
6.569731261	51.36337309	4605086	
6.593494098	51.33431703	4605087	
6.631233755	51.33506618	4605089	
6.655907352	51.39085552	4605091	
6.573202736	51.35636031	4605099	
6.591927531	51.30071861	4605102	
6.599600977	51.39682366	4605103	
6.61411795	51.39685635	4605104	
6.603847304	51.3971329	4605105	Moers-Kapellen
6.625584812	51.36996113	4605106	Krefeld-Gartenstadt
6.624476017	51.34386355	4605107	Krefeld-Zentrum
6.644054723	51.35430568	4605109	
6.649415947	51.34823738	4605110	
6.65363779	51.38343988	4605111	
6.502784115	51.31558371	4605112	
6.502238847	51.32198916	4605113	
6.503062648	51.36017173	4605114	
6.523279276	51.34819383	4605115	
6.610083852	51.37215131	4605117	
6.61015674	51.36597737	4605118	
6.557060009	51.3120814	4605122	
6.58664124	51.33342255	4605123	
6.558241019	51.34287408	4605124	
6.539985982	51.304356	4605125	
6.655400135	51.34522466	4605126	
6.652665577	51.34707712	4605127	
6.630243962	51.32554722	4605128	Krefeld-Oppum
6.610231193	51.36317025	4605129	
6.640292057	51.37487928	4605130	
6.566548507	51.36801344	4605131	
6.574877197	51.36954154	4605132	
6.614806408	51.37336406	4605133	
6.664417183	51.3377667	4605134	
6.530979791	51.29910998	4605135	
6.559904132	51.33653253	4605400	
6.830012055	51.32327051	4606009	Tiefenbroich
6.744106646	51.35222877	4606022	
6.687973405	51.35827568	4606023	
6.784415172	51.35272822	4606025	Duisburg-Rahm
6.779368569	51.35943931	4606027	
6.744054506	51.35523839	4606028	
6.748646902	51.38646001	4606030	
6.728789829	51.36850211	4606031	
6.752264487	51.37111979	4606032	
6.759240773	51.37608415	4606033	
6.774504277	51.38340522	4606034	Duisburg-Buchholz
6.78370726	51.3881289	4606037	
6.791311593	51.39227575	4606039	
6.717568736	51.2999906	4606040	
6.685652632	51.30490469	4606041	
6.714516101	51.31667206	4606044	
6.83152504	51.33151675	4606054	
6.830991973	51.33295434	4606055	
6.807480154	51.29985441	4606056	Ratingen
6.821236335	51.34997931	4606058	Lintorf
6.792630443	51.33310117	4606059	
6.818081204	51.33958897	4606060	
6.698709991	51.32731135	4606061	
6.710739016	51.39812246	4606066	
6.668406353	51.37402372	4606067	
6.740457006	51.36982214	4606068	
6.773509585	51.37081109	4606072	Duisburg-GroÃŸenbaum
6.779852547	51.37206696	4606073	
6.82011345	51.35302038	4606074	
6.774536308	51.30667854	4606075	
6.764456802	51.31861314	4606076	
6.752032743	51.33847992	4606077	
6.691296379	51.30232973	4606079	
6.691919644	51.30657974	4606080	
6.74352963	51.31855445	4606081	
6.679457796	51.38481808	4606082	
6.823269894	51.34392001	4606083	
6.683437549	51.38132865	4606084	
6.677216781	51.32526011	4606085	
6.829328965	51.30216657	4606086	
6.744886929	51.35713516	4606087	
6.747395565	51.36022795	4606088	
6.749077148	51.33832117	4606089	
6.727554248	51.39148872	4606090	
